A,Z,N,element,species,clean_species,is_platypus,az_order,parity,epsilon,log_hl,exc_keV,transition_energy_keV,correct_deltaJ,correct_lambda,Q_keV,V_coulomb_keV,tracking_bin
36,12,24,Mg,beta-,beta-,False,0,ee,-4.797407469003513,-2.408935392973501,,0.0,,,14429.775,,tracked
36,13,23,Al,beta-,beta-,False,0,oo,-3.797407469003513,-1.0457574905606752,,0.0,,,18386.509,,tracked
36,14,22,Si,beta-,beta-,False,0,ee,-2.797407469003513,-0.2984320149440726,,0.0,,,7814.919999999998,,tracked
36,15,21,P,beta-,beta-,False,0,oo,-1.7974074690035131,0.7481880270062004,,0.0,,,10413.096,,tracked
36,16,20,S,stable,stable,False,0,ee,-0.7974074690035131,,,0.0,,,,,stable
36,17,19,Cl,beta-,beta-,False,0,oo,0.2025925309964868,2.478999131673357,,0.0,,,709.5339999999997,,tracked
36,18,18,Ar,stable,stable,False,0,ee,1.2025925309964869,,,0.0,,,,,stable
36,19,17,K,beta+,beta+,False,0,oo,2.202592530996487,-0.4672456210075022,,0.0,,,11792.362,,tracked
36,20,16,Ca,beta+,beta+,False,0,ee,3.202592530996487,-0.9961088337630896,,0.0,,,9944.018,,tracked
37,12,25,Mg,beta-,beta-,False,0,eo,-5.234379095891466,-2.096910013008056,,0.0,,,18401.914,,tracked
37,13,24,Al,beta-,beta-,False,0,eo,-4.234379095891466,-1.9430951486635275,,0.0,,,16381.076,,tracked
37,14,23,Si,beta-,beta-,False,0,eo,-3.234379095891466,-0.8507808873446201,,0.0,,,12424.5,,tracked
37,15,22,P,beta-,beta-,False,0,eo,-2.234379095891466,0.3636119798921443,,0.0,,,7900.414000000001,,tracked
37,16,21,S,beta-,beta-,False,0,eo,-1.234379095891466,2.481442628502305,,0.0,,,4865.126,,tracked
37,17,20,Cl,stable,stable,False,0,eo,-0.234379095891466,,,0.0,,,,,stable
37,18,19,Ar,beta+,beta+,False,0,eo,0.765620904108534,6.480718257936288,,0.0,,,-208.12500000000043,,tracked
37,19,18,K,beta+,beta+,False,0,eo,1.765620904108534,0.0921976329716854,,0.0,,,5125.48,,tracked
37,20,17,Ca,beta+,beta+,False,0,eo,2.765620904108534,-0.7423214251308154,,0.0,,,10642.133000000002,,tracked
38,13,25,Al,beta-,beta-,False,0,oo,-4.669634716953766,-2.0457574905606752,,0.0,,,20640.299,,tracked
38,14,24,Si,beta-,beta-,False,0,ee,-3.669634716953766,-1.2006594505464183,,0.0,,,10451.266,,tracked
38,15,23,P,beta-,beta-,False,0,oo,-2.669634716953766,-0.1938200260161128,,0.0,,,12239.651,,tracked
38,16,22,S,beta-,beta-,False,0,ee,-1.669634716953766,4.009365898346244,,0.0,,,2936.900000000001,,tracked
38,17,21,Cl,beta-,beta-,False,0,oo,-0.669634716953766,3.349044286602036,,0.0,,,4916.710999999996,,tracked
38,17,21,Cl,IT,IT,False,1,oo,-0.669634716953766,-0.1456939581989194,671.365,671.365,3.0,3.0,671.365,,tracked
38,18,20,Ar,stable,stable,False,0,ee,0.330365283046234,,,0.0,,,,,stable
38,19,19,K,beta+,beta+,False,0,oo,1.330365283046234,2.661869452347603,,0.0,,,4892.069,,tracked
38,19,19,K,beta+,beta+_iso,False,1,oo,1.330365283046234,-0.0341635544428003,130.15,,,,5022.219000000001,,tracked
38,19,19,K,IT,IT_platypus,True,2,oo,1.330365283046234,-4.65856547542186,3458.1,3327.95,7.0,7.0,3327.95,,suspect
38,20,18,Ca,beta+,beta+,False,0,ee,2.330365283046234,-0.3529105712834451,,0.0,,,5720.258999999998,,tracked
39,13,26,Al,beta-,beta-,False,0,eo,-5.103234293574804,-2.1191864077192086,,0.0,,,19169.648,,tracked
39,14,25,Si,beta-,beta-,False,0,eo,-4.103234293574804,-1.3851027839668657,,0.0,,,15094.988,,tracked
39,15,24,P,beta-,beta-,False,0,eo,-3.103234293574804,-0.549750891680639,,0.0,,,10388.035999999998,,tracked
39,16,23,S,beta-,beta-,False,0,eo,-2.103234293574804,1.0606978403536116,,0.0,,,6637.546000000002,,tracked
39,17,22,Cl,beta-,beta-,False,0,eo,-1.103234293574804,3.527887565952705,,0.0,,,3441.976999999999,,tracked
39,18,21,Ar,beta-,beta-,False,0,eo,-0.103234293574804,9.927229843271288,,0.0,,,565.0003500000021,,tracked
39,19,20,K,stable,stable,False,0,eo,0.8967657064251959,,,0.0,,,,,stable
39,20,19,Ca,beta+,beta+,False,0,eo,1.896765706425196,-0.0653500770992891,,0.0,,,5502.490350000004,,tracked
39,22,17,Ti,beta+,beta+,False,0,eo,3.896765706425196,-1.5451551399914898,,0.0,,,15650.728000000005,,tracked
40,14,26,Si,beta-,beta-,False,0,ee,-4.535234213859066,-1.5058454059815571,,0.0,,,13806.065,,tracked
40,15,25,P,beta-,beta-,False,0,oo,-3.5352342138590664,-0.8239087409443188,,0.0,,,14698.660999999998,,tracked
40,16,24,S,beta-,beta-,False,0,ee,-2.5352342138590664,0.9444826721501688,,0.0,,,4719.968000000001,,tracked
40,17,23,Cl,beta-,beta-,False,0,oo,-1.5352342138590664,1.9084850188786493,,0.0,,,7482.081969999999,,tracked
40,18,22,Ar,stable,stable,False,0,ee,-0.5352342138590664,,,0.0,,,,,stable
40,19,21,K,stable,stable,False,0,oo,0.4647657861409335,0.0962145853464051,,0.0,,,,,stable
40,19,21,K,IT,IT,False,1,oo,0.4647657861409335,-6.473660722610156,1643.638,1643.638,4.0,4.0,1643.638,,ephemeral
40,20,20,Ca,stable,stable,False,0,ee,1.4647657861409336,,,0.0,,,,,stable
40,21,19,Sc,beta+,beta+,False,0,oo,2.4647657861409336,-0.7392133313450238,,0.0,,,13301.051000000003,,tracked
40,22,18,Ti,beta+,beta+,False,0,ee,3.4647657861409336,-1.2806687130162733,,0.0,,,10507.916,,tracked
41,14,27,Si,beta-,beta-,False,0,eo,-4.96568758928446,-1.6989700043360187,,0.0,,,18179.767,,tracked
41,15,26,P,beta-,beta-,False,0,eo,-3.96568758928446,-0.9956786262173574,,0.0,,,14028.813000000002,,tracked
41,16,25,S,beta-,beta-,False,0,eo,-2.9656875892844603,0.2988530764097066,,0.0,,,8298.611999999997,,tracked
41,17,24,Cl,beta-,beta-,False,0,eo,-1.9656875892844603,1.5843312243675307,,0.0,,,5760.318000000003,,tracked
41,18,23,Ar,beta-,beta-,False,0,eo,-0.9656875892844604,3.818001428133308,,0.0,,,2492.038799999995,,tracked
41,19,22,K,stable,stable,False,0,eo,0.0343124107155397,,,0.0,,,,,stable
41,20,21,Ca,beta+,beta+,False,0,eo,1.0343124107155397,1.9973863843973128,,0.0,,,-600.3572000000063,,tracked
41,21,20,Sc,beta+,beta+,False,0,eo,2.03431241071554,-0.2245351906542608,,0.0,,,5473.550000000003,,tracked
41,22,19,Ti,beta+,beta+,False,0,eo,3.03431241071554,-1.0867160982395816,,0.0,,,11922.823,,tracked
42,14,28,Si,beta-,beta-,False,0,ee,-5.394644520114557,-1.9030899869919435,,0.0,,,15748.158,,tracked
42,15,27,P,beta-,beta-,False,0,oo,-4.394644520114557,-1.3142582613977365,,0.0,,,18729.59,,tracked
42,16,26,S,beta-,beta-,False,0,ee,-3.394644520114557,0.0068937079479004,,0.0,,,7194.022000000001,,tracked
42,17,25,Cl,beta-,beta-,False,0,oo,-2.394644520114557,0.8325089127062363,,0.0,,,9590.908,,tracked
42,18,24,Ar,beta-,beta-,False,0,ee,-1.3946445201145572,9.016290947192472,,0.0,,,599.3530000000028,,tracked
42,19,23,K,beta-,beta-,False,0,oo,-0.3946445201145572,4.648145250505386,,0.0,,,3525.261999999995,,tracked
42,20,22,Ca,stable,stable,False,0,ee,0.6053554798854428,,,0.0,,,,,stable
42,21,21,Sc,beta+,beta+,False,0,oo,1.6053554798854428,-0.1670314893512731,,0.0,,,5404.291999999998,,tracked
42,21,21,Sc,beta+,beta+_iso,False,1,oo,1.6053554798854428,1.7902851640332418,616.81,,,,6021.101999999999,,tracked
42,22,20,Ti,beta+,beta+,False,0,ee,2.605355479885443,-0.6813107300522541,,0.0,,,5994.652000000002,,tracked
42,24,18,Cr,beta+,beta+,False,0,ee,4.605355479885443,-1.8761483590329144,,0.0,,,13658.002,,tracked
43,15,28,P,beta-,beta-,False,0,eo,-4.822152333523267,-1.4461169733561257,,0.0,,,17235.461,,tracked
43,16,27,S,beta-,beta-,False,0,eo,-3.8221523335232654,-0.5767541260631921,,0.0,,,11964.049,,tracked
43,16,27,S,IT,IT,False,1,eo,-3.8221523335232654,-6.381951903287908,320.7,320.7,2.0,2.0,320.7,,ephemeral
43,17,26,Cl,beta-,beta-,False,0,eo,-2.8221523335232668,0.4955443375464484,,0.0,,,7850.301000000003,,tracked
43,18,25,Ar,beta-,beta-,False,0,eo,-1.8221523335232668,2.5081255360832,,0.0,,,4565.582999999999,,tracked
43,19,24,K,beta-,beta-,False,0,eo,-0.8221523335232668,4.904607363815448,,0.0,,,1833.4789999999996,,tracked
43,19,24,K,alpha,alpha_iso,False,1,eo,-0.8221523335232668,-6.698970004336019,738.3,,,,-8461.791999999998,8195.054353219855,ephemeral
43,20,23,Ca,stable,stable,False,0,eo,0.1778476664767332,,,0.0,,,,,stable
43,21,22,Sc,beta+,beta+,False,0,eo,1.1778476664767332,4.1463637315710296,,0.0,,,1198.724999999998,,tracked
43,21,22,Sc,IT,IT,False,1,eo,1.1778476664767332,-3.358525889496,151.79,151.79,2.0,2.0,151.79,,tracked
43,21,22,Sc,IT,IT_platypus,True,2,eo,1.1778476664767332,-6.3260580013659125,3123.73,2971.94,8.0,8.0,2971.94,,ephemeral
43,22,21,Ti,beta+,beta+,False,0,eo,2.177847666476733,-0.2932822176632412,,0.0,,,5850.5610000000015,,tracked
43,22,21,Ti,IT,IT,False,1,eo,2.177847666476733,-4.924453038607469,313.0,313.0,2.0,2.0,313.0,,tracked
43,22,21,Ti,IT,IT_platypus,True,2,eo,2.177847666476733,-6.254925208417943,3066.4,2753.4,8.0,8.0,2753.4,,ephemeral
43,23,20,V,beta+,beta+,False,0,eo,3.177847666476733,-1.100726812682396,,0.0,,,10377.235,,tracked
43,24,19,Cr,beta+,beta+,False,0,eo,4.177847666476733,-1.6757175447023074,,0.0,,,14924.36,,tracked
44,15,29,P,beta-,beta-,False,0,oo,-5.248255797805054,-1.7328282715969865,,0.0,,,20314.236,,tracked
44,16,28,S,beta-,beta-,False,0,ee,-4.248255797805054,-1.0,,0.0,,,11274.737,,tracked
44,16,28,S,IT,IT,False,1,ee,-4.248255797805054,-5.581864501574768,1365.0,1365.0,0.0,,1365.0,,tracked
44,17,27,Cl,beta-,beta-,False,0,oo,-3.2482557978050544,-0.2502636844309389,,0.0,,,12194.286999999997,,tracked
44,18,26,Ar,beta-,beta-,False,0,ee,-2.2482557978050544,2.852601969338235,,0.0,,,3108.238000000001,,tracked
44,19,25,K,beta-,beta-,False,0,oo,-1.2482557978050544,3.1231326643109014,,0.0,,,5687.232000000004,,tracked
44,20,24,Ca,stable,stable,False,0,ee,-0.2482557978050543,,,0.0,,,,,stable
44,21,23,Sc,beta+,beta+,False,0,oo,0.7517442021949456,4.162909554357995,,0.0,,,2630.697,,tracked
44,21,23,Sc,IT,IT,False,1,oo,0.7517442021949456,-6.810229043653126,67.8679,67.8679,1.0,1.0,67.8679,,ephemeral
44,21,23,Sc,IT,IT_platypus,True,2,oo,0.7517442021949456,-4.292429823902063,146.1914,78.32349999999998,1.0,1.0,78.32349999999998,,suspect
44,21,23,Sc,IT,IT_platypus,True,3,oo,0.7517442021949456,5.324274222148906,271.24,125.04860000000002,6.0,6.0,125.04860000000002,,tracked
44,22,22,Ti,beta+,beta+,False,0,ee,1.7517442021949456,9.270682530123755,,0.0,,,-754.5489999999995,,tracked
44,23,21,V,beta+,beta+,False,0,oo,2.7517442021949456,-0.9546770212133424,,0.0,,,12718.509000000002,,tracked
44,23,21,V,beta+,beta+_iso,False,1,oo,2.7517442021949456,-0.8239087409443188,271.0,,,,12989.509000000002,,tracked
44,24,20,Cr,beta+,beta+,False,0,ee,3.7517442021949456,-1.368556230986828,,0.0,,,9364.182000000004,,tracked
45,16,29,S,beta-,beta-,False,0,eo,-4.672997315559915,-1.1674910872937636,,0.0,,,14922.544000000002,,tracked
45,17,28,Cl,beta-,beta-,False,0,eo,-3.6729973155599134,-0.384049948343599,,0.0,,,11508.256999999998,,tracked
45,18,27,Ar,beta-,beta-,False,0,eo,-2.6729973155599147,1.332034277027518,,0.0,,,6844.841999999997,,tracked
45,19,26,K,beta-,beta-,False,0,eo,-1.6729973155599147,3.028571252692537,,0.0,,,4196.587000000007,,tracked
45,20,25,Ca,beta-,beta-,False,0,eo,-0.6729973155599147,7.147660992293385,,0.0,,,260.09100000000035,,tracked
45,21,24,Sc,stable,stable,False,0,eo,0.3270026844400853,,,0.0,,,,,stable
45,21,24,Sc,IT,IT,False,1,eo,0.3270026844400853,-0.4975728800155673,12.4,12.4,2.0,2.0,12.4,,tracked
45,22,23,Ti,beta+,beta+,False,0,eo,1.3270026844400853,4.044853217267732,,0.0,,,1040.0570000000002,,tracked
45,22,23,Ti,IT,IT,False,1,eo,1.3270026844400853,-5.522878745280337,36.53,36.53,2.0,2.0,36.53,,tracked
45,23,22,V,beta+,beta+,False,0,eo,2.3270026844400853,-0.2620126736665692,,0.0,,,6101.827000000005,,tracked
45,23,22,V,IT,IT,False,1,eo,2.3270026844400853,-6.29073003902417,56.8,56.8,2.0,2.0,56.8,,ephemeral
45,24,21,Cr,beta+,beta+,False,0,eo,3.3270026844400853,-1.2153827073671246,,0.0,,,11349.642,,tracked
45,26,19,Fe,proton,proton,False,0,eo,5.327002684440085,-2.6020599913279625,,0.0,,,,,tracked
46,16,30,S,beta-,beta-,False,0,ee,-5.096417098336925,-1.3010299956639813,,0.0,,,14374.949,,tracked
46,17,29,Cl,beta-,beta-,False,0,oo,-4.096417098336925,-0.6345120151091003,,0.0,,,16036.306,,tracked
46,18,28,Ar,beta-,beta-,False,0,ee,-3.096417098336925,0.9242792860618816,,0.0,,,5642.673999999995,,tracked
46,19,27,K,beta-,beta-,False,0,oo,-2.096417098336925,1.9836262871245345,,0.0,,,7725.681000000004,,tracked
46,20,26,Ca,stable,stable,False,0,ee,-1.096417098336925,,,0.0,,,,,stable
46,21,25,Sc,beta-,beta-,False,0,oo,-0.096417098336925,6.859534855911156,,0.0,,,2366.626000000004,,tracked
46,21,25,Sc,IT,IT,False,1,oo,-0.096417098336925,-5.026872146400302,52.011,52.011,2.0,2.0,52.011,,tracked
46,21,25,Sc,IT,IT_platypus,True,2,oo,-0.096417098336925,1.2730012720637376,142.528,90.517,5.0,5.0,90.517,,tracked
46,22,24,Ti,stable,stable,False,0,ee,0.903582901663075,,,0.0,,,,,stable
46,23,23,V,beta+,beta+,False,0,oo,1.903582901663075,-0.3740499543161001,,0.0,,,6030.374000000003,,tracked
46,23,23,V,IT,IT,False,1,oo,1.903582901663075,-2.9913998282380825,801.46,801.46,3.0,3.0,801.46,,tracked
46,24,22,Cr,beta+,beta+,False,0,ee,2.903582901663075,-0.6491707264170322,,0.0,,,6582.328999999998,,tracked
46,25,21,Mn,beta+,beta+,False,0,oo,3.903582901663075,-1.4412914294668342,,0.0,,,16031.824,,tracked
46,26,20,Fe,beta+,beta+,False,0,ee,4.903582901663075,-1.8860566476931635,,0.0,,,12605.75,,tracked
47,17,30,Cl,beta-,beta-,False,0,eo,-4.518553324879267,-0.9956786262173574,,0.0,,,15787.274,,tracked
47,18,29,Ar,beta-,beta-,False,0,eo,-3.518553324879268,0.0899051114393979,,0.0,,,10344.708000000002,,tracked
47,19,28,K,beta-,beta-,False,0,eo,-2.518553324879268,1.2400497721126476,,0.0,,,6632.682999999997,,tracked
47,20,27,Ca,beta-,beta-,False,0,eo,-1.5185533248792673,5.593186788363743,,0.0,,,1992.176999999996,,tracked
47,21,26,Sc,beta-,beta-,False,0,eo,-0.5185533248792673,5.461454825015149,,0.0,,,600.7700000000041,,tracked
47,21,26,Sc,IT,IT,False,1,eo,-0.5185533248792673,-6.565431095965801,766.83,766.83,2.0,2.0,766.83,,ephemeral
47,22,25,Ti,stable,stable,False,0,eo,0.4814466751207327,,,0.0,,,,,stable
47,23,24,V,beta+,beta+,False,0,eo,1.4814466751207327,3.291368850451583,,0.0,,,1908.5440000000008,,tracked
47,24,23,Cr,beta+,beta+,False,0,eo,2.4814466751207327,-0.335734199852325,,0.0,,,6421.978999999999,,tracked
47,25,22,Mn,beta+,beta+,False,0,eo,3.4814466751207327,-1.055517327849831,,0.0,,,10974.719,,tracked
47,26,21,Fe,beta+,beta+,False,0,eo,4.481446675120733,-1.6595558851598815,,0.0,,,14414.378,,tracked
48,18,30,Ar,beta-,beta-,False,0,ee,-3.939442284825749,-0.3819519032879073,,0.0,,,9929.555,,tracked
48,19,29,K,beta-,beta-,False,0,oo,-2.9394422848257484,0.8344207036815325,,0.0,,,11940.386000000002,,tracked
48,20,28,Ca,stable,stable,False,0,ee,-1.9394422848257484,1.7481880270062005,,0.0,,,,,stable
48,21,27,Sc,beta-,beta-,False,0,oo,-0.9394422848257484,5.196485692688627,,0.0,,,3988.868999999999,,tracked
48,22,26,Ti,stable,stable,False,0,ee,0.0605577151742515,,,0.0,,,,,stable
48,23,25,V,beta+,beta+,False,0,oo,1.0605577151742516,6.139913828570121,,0.0,,,2992.949,,tracked
48,24,24,Cr,beta+,beta+,False,0,ee,2.060557715174252,4.8899512572819885,,0.0,,,634.6939999999954,,tracked
48,25,23,Mn,beta+,beta+,False,0,oo,3.060557715174252,-0.801068130067791,,0.0,,,12502.671000000002,,tracked
48,26,22,Fe,beta+,beta+,False,0,ee,4.060557715174252,-1.343901797987168,,0.0,,,10266.071,,tracked
48,28,20,Ni,proton,proton,False,0,ee,6.060557715174252,-2.552841968657781,,0.0,,,,,tracked
49,18,31,Ar,beta-,beta-,False,0,eo,-4.359118509479824,-0.6270879970298935,,0.0,,,12551.496,,tracked
49,19,30,K,beta-,beta-,False,0,eo,-3.359118509479824,0.1003705451175629,,0.0,,,11688.506999999998,,tracked
49,20,29,Ca,beta-,beta-,False,0,eo,-2.359118509479824,2.7185681150653087,,0.0,,,5262.444000000003,,tracked
49,21,28,Sc,beta-,beta-,False,0,eo,-1.3591185094798242,3.535395401405613,,0.0,,,2001.5650000000023,,tracked
49,22,27,Ti,stable,stable,False,0,eo,-0.3591185094798241,,,0.0,,,,,stable
49,23,26,V,beta+,beta+,False,0,eo,0.6408814905201758,7.455027682356781,,0.0,,,-420.1429999999969,,tracked
49,24,25,Cr,beta+,beta+,False,0,eo,1.6408814905201758,3.404491617758686,,0.0,,,1607.8070000000002,,tracked
49,25,24,Mn,beta+,beta+,False,0,eo,2.640881490520176,-0.4179366370882912,,0.0,,,6690.428999999996,,tracked
49,26,23,Fe,beta+,beta+,False,0,eo,3.640881490520176,-1.1890957193312996,,0.0,,,11847.197000000004,,tracked
49,28,21,Ni,beta+,beta+,False,0,eo,5.640881490520176,-2.1249387366083,,0.0,,,17288.002,,tracked
50,18,32,Ar,beta-,beta-,False,0,ee,-4.7776148910495415,-0.9746941347352298,,0.0,,,12497.853,,tracked
50,19,31,K,beta-,beta-,False,0,oo,-3.7776148910495415,-0.3260580013659122,,0.0,,,13861.377000000004,,tracked
50,19,31,K,IT,IT,False,1,oo,-3.7776148910495415,-6.903089986991944,172.0,172.0,2.0,2.0,172.0,,ephemeral
50,20,30,Ca,beta-,beta-,False,0,ee,-2.777614891049541,1.1287222843384268,,0.0,,,4947.889999999999,,tracked
50,21,29,Sc,beta-,beta-,False,0,oo,-1.7776148910495415,2.010723865391773,,0.0,,,6894.746999999996,,tracked
50,21,29,Sc,IT,IT,False,1,oo,-1.7776148910495415,-0.4559319556497244,256.895,256.895,3.0,3.0,256.895,,tracked
50,22,28,Ti,stable,stable,False,0,ee,-0.7776148910495415,,,0.0,,,,,stable
50,23,27,V,stable,stable,False,0,oo,0.2223851089504585,2.432969290874406,,0.0,,,,,stable
50,24,26,Cr,stable,stable,False,0,ee,1.2223851089504585,,,0.0,,,,,stable
50,25,25,Mn,beta+,beta+,False,0,oo,2.2223851089504585,-0.5478914159958826,,0.0,,,6612.480000000003,,tracked
50,25,25,Mn,beta+,beta+_iso,False,1,oo,2.2223851089504585,2.0211892990699383,225.31,,,,6837.790000000001,,tracked
50,26,24,Fe,beta+,beta+,False,0,ee,3.2223851089504585,-0.8181564120552275,,0.0,,,7128.428,,tracked
50,27,23,Co,beta+,beta+,False,0,oo,4.2223851089504585,-1.4111682744057927,,0.0,,,15865.059,,tracked
50,28,22,Ni,beta+,beta+,False,0,ee,5.2223851089504585,-1.7328282715969865,,0.0,,,13107.405,,tracked
51,19,32,K,beta-,beta-,False,0,eo,-4.194962791584501,-0.4377071355435253,,0.0,,,13816.853,,tracked
51,20,31,Ca,beta-,beta-,False,0,eo,-3.1949627915845014,1.0,,0.0,,,6918.043000000005,,tracked
51,21,30,Sc,beta-,beta-,False,0,eo,-2.1949627915845014,1.0934216851622351,,0.0,,,6482.611999999994,,tracked
51,22,29,Ti,beta-,beta-,False,0,eo,-1.1949627915845014,2.538573733806856,,0.0,,,2470.1400000000067,,tracked
51,23,28,V,stable,stable,False,0,eo,-0.1949627915845013,,,0.0,,,,,stable
51,24,27,Cr,beta+,beta+,False,0,eo,0.8050372084154986,6.37901702865833,,0.0,,,-269.6079999999933,,tracked
51,25,26,Mn,beta+,beta+,False,0,eo,1.8050372084154984,3.439111542159728,,0.0,,,2185.491999999998,,tracked
51,26,25,Fe,beta+,beta+,False,0,eo,2.805037208415498,-0.5151309672795976,,0.0,,,7032.042000000001,,tracked
51,27,24,Co,beta+,beta+,False,0,eo,3.805037208415498,-1.1624115617644888,,0.0,,,11825.040999999996,,tracked
51,28,23,Ni,beta+,beta+,False,0,eo,4.805037208415499,-1.623423042943488,,0.0,,,14670.148,,tracked
52,19,33,K,beta-,beta-,False,0,oo,-4.611192142684136,-0.958607314841775,,0.0,,,17128.643999999997,,tracked
52,20,32,Ca,beta-,beta-,False,0,ee,-3.611192142684136,0.6627578316815741,,0.0,,,6257.2880000000005,,tracked
52,21,31,Sc,beta-,beta-,False,0,oo,-2.611192142684136,0.9138138523837168,,0.0,,,8954.137999999999,,tracked
52,22,30,Ti,beta-,beta-,False,0,ee,-1.6111921426841356,2.008600171761917,,0.0,,,1965.3340000000023,,tracked
52,23,29,V,beta-,beta-,False,0,oo,-0.6111921426841356,2.3513710774980656,,0.0,,,3976.4760000000015,,tracked
52,24,28,Cr,stable,stable,False,0,ee,0.3888078573158644,,,0.0,,,,,stable
52,25,27,Mn,beta+,beta+,False,0,oo,1.3888078573158644,5.684003234737566,,0.0,,,3686.122999999999,,tracked
52,25,27,Mn,beta+,beta+_iso,False,1,oo,1.3888078573158644,3.1024337056813365,377.749,,,,4063.8720000000026,,tracked
52,26,26,Fe,beta+,beta+,False,0,ee,2.3888078573158644,4.474070503215043,,0.0,,,1357.2940000000012,,tracked
52,26,26,Fe,beta+,beta+_iso,False,1,ee,2.3888078573158644,1.6618126855372612,6960.7,,,,8317.993999999999,,tracked
52,27,25,Co,beta+,beta+,False,0,oo,3.3888078573158644,-0.9519468268843908,,0.0,,,12966.118000000002,,tracked
52,27,25,Co,beta+,beta+_iso,False,1,oo,3.3888078573158644,-0.9913998282380824,376.0,,,,13342.118000000002,,tracked
52,28,24,Ni,beta+,beta+,False,0,ee,4.388807857315864,-1.3788237182249647,,0.0,,,10762.125,,tracked
53,19,34,K,beta-,beta-,False,0,eo,-5.026331536921202,-1.5228787452803376,,0.0,,,17091.985,,tracked
53,20,33,Ca,beta-,beta-,False,0,eo,-4.026331536921202,-0.3362990746103518,,0.0,,,9381.848000000002,,tracked
53,21,32,Sc,beta-,beta-,False,0,eo,-3.0263315369212016,0.380211241711606,,0.0,,,8111.877999999997,,tracked
53,22,31,Ti,beta-,beta-,False,0,eo,-2.0263315369212016,1.5145477526602862,,0.0,,,4970.242000000006,,tracked
53,23,30,V,beta-,beta-,False,0,eo,-1.0263315369212016,1.966517176446792,,0.0,,,3435.9429999999998,,tracked
53,24,29,Cr,stable,stable,False,0,eo,-0.0263315369212016,,,0.0,,,,,stable
53,25,28,Mn,beta+,beta+,False,0,eo,0.9736684630787984,0.568201724066995,,0.0,,,-424.7299999999964,,tracked
53,26,27,Fe,beta+,beta+,False,0,eo,1.9736684630787984,2.7080808104682315,,0.0,,,2720.8689999999983,,tracked
53,26,27,Fe,IT,IT,False,1,eo,1.9736684630787984,2.182984967003582,3040.4,3040.4,6.0,6.0,3040.4,,tracked
53,27,26,Co,beta+,beta+,False,0,eo,2.9736684630787984,-0.6115435472997334,,0.0,,,7266.109000000004,,tracked
53,27,26,Co,beta+,beta+_iso,False,1,eo,2.9736684630787984,-0.6020599913279624,3174.3,,,,10440.409000000009,,tracked
53,28,25,Ni,beta+,beta+,False,0,eo,3.9736684630787984,-1.258060922270801,,0.0,,,12006.550999999996,,tracked
54,19,35,K,beta-,beta-,False,0,oo,-5.440408311811744,-2.0,,0.0,,,20010.587,,tracked
54,20,34,Ca,beta-,beta-,False,0,ee,-4.440408311811744,-1.0457574905606752,,0.0,,,9277.347000000002,,tracked
54,21,33,Sc,beta-,beta-,False,0,oo,-3.440408311811744,-0.2790142558462609,,0.0,,,11305.877999999995,,tracked
54,21,33,Sc,IT,IT,False,1,oo,-3.440408311811744,-5.557520230935552,110.5,110.5,2.0,2.0,110.5,,tracked
54,22,32,Ti,beta-,beta-,False,0,ee,-2.440408311811744,0.3222192947339193,,0.0,,,4154.455000000002,,tracked
54,23,31,V,beta-,beta-,False,0,oo,-1.440408311811744,1.6972293427597176,,0.0,,,7037.112000000001,,tracked
54,23,31,V,IT,IT,False,1,oo,-1.440408311811744,-6.045757490560675,108.0,108.0,2.0,2.0,108.0,,ephemeral
54,24,30,Cr,stable,stable,False,0,ee,-0.4404083118117441,,,0.0,,,,,stable
54,25,29,Mn,beta+,beta+,False,0,oo,0.5595916881882559,7.430781071393068,,0.0,,,355.13399999999774,,tracked
