snid,z,alpha,mu_obs,mu_qfd,mu_lcdm,residual_qfd,residual_lcdm,residual_alpha,chi2_per_obs
1248452,0.860955,25.0622,19.7024,43.2169,43.6989,-23.5145,-23.9965,21.657671,3.03
1761028,0.623109,24.5939,19.5088,43.5737,42.8387,-24.0649,-23.3299,22.164600,3.21
1340700,0.325503,22.1405,20.7625,43.4210,41.1605,-22.6586,-20.3980,20.869307,2.17
1297128,0.380467,20.2855,23.1153,43.5315,41.5564,-20.4161,-18.4410,18.803944,2.65
1813112,0.748815,23.0751,21.5569,43.4202,43.3262,-21.8633,-21.7693,20.136824,1.77
1278765,0.210642,19.0935,23.1256,42.9525,40.0823,-19.8268,-16.9566,18.261166,1.50
1431108,0.610524,22.0135,22.2662,43.5839,42.7848,-21.3178,-20.5187,19.634407,0.40
1366752,0.804886,26.7772,17.6942,43.3254,43.5188,-25.6312,-25.8246,23.607226,2.16
1291517,0.225744,21.6353,20.5164,43.0400,40.2513,-22.5236,-19.7349,20.745035,6.55
1327230,0.532860,21.7361,22.2719,43.6218,42.4274,-21.3499,-20.1555,19.664010,2.28
1278576,0.343744,21.1779,21.9260,43.4637,41.2983,-21.5377,-19.3723,19.836982,1.18
1927203,0.680687,22.7992,21.6492,43.5144,43.0726,-21.8652,-21.4234,20.138575,1.04
1252970,0.461980,21.6030,22.1064,43.6119,42.0557,-21.5055,-19.9493,19.807273,0.58
1262862,0.434725,17.8228,26.0787,43.5943,41.8985,-17.5156,-15.8198,16.132456,1.35
1265281,0.360209,20.7442,22.4985,43.4969,41.4170,-20.9984,-18.9185,19.340277,0.72
1261158,0.728338,22.6284,21.9817,43.4510,43.2524,-21.4693,-21.2707,19.773993,1.16
1297537,1.035658,27.6931,17.2472,42.8035,44.1943,-25.5563,-26.9471,23.538250,1.51
1292667,0.469340,22.7931,20.8486,43.6152,42.0967,-22.7666,-21.2481,20.968850,3.03
1250977,0.615369,20.2453,24.2030,43.5801,42.8057,-19.3771,-18.6027,17.846971,0.56
1299643,0.376775,22.7456,20.4232,43.5257,41.5315,-23.1025,-21.1083,21.278180,2.34
1291519,0.269329,22.2802,20.1995,43.2425,40.6865,-23.0430,-20.4870,21.223419,32.10
1305727,0.378148,19.6369,23.8063,43.5278,41.5408,-19.7215,-17.7345,18.164215,2.05
1336599,0.677470,21.0714,23.5150,43.5183,43.0601,-20.0033,-19.5451,18.423715,0.52
1249970,0.267752,21.5946,20.9311,43.2363,40.6719,-22.3052,-19.7409,20.543860,2.57
1326927,0.579371,22.3211,21.8184,43.6045,42.6469,-21.7861,-20.8285,20.065749,1.82
1299090,0.683393,21.8964,22.6381,43.5112,43.0832,-20.8730,-20.4450,19.224785,1.36
1339109,0.872142,22.3083,22.7205,43.1937,43.7334,-20.4732,-21.0129,18.856548,1.71
1246789,1.188121,26.7087,18.6141,42.3652,44.5633,-23.7511,-25.9492,21.875533,3.24
1307748,0.525274,22.8373,21.0451,43.6230,42.3899,-22.5779,-21.3448,20.794975,1.07
1289664,0.259070,22.2411,20.1576,43.2007,40.5902,-23.0431,-20.4326,21.223459,13.51
1723034,0.337841,22.2858,20.6855,43.4506,41.2544,-22.7651,-20.5689,20.967422,1.40
1313135,0.586506,22.7165,21.4157,43.6004,42.6791,-22.1848,-21.2634,20.432919,2.07
1297454,0.861086,23.8634,21.0044,43.2166,43.6993,-22.2123,-22.6949,20.458272,4.12
1282000,0.875292,28.1067,16.4327,43.1871,43.7431,-26.7544,-27.3104,24.641711,2.17
1774125,0.317742,18.6427,24.5078,43.4008,41.0997,-18.8931,-16.5920,17.401148,1.12
1262135,0.383276,22.4915,20.7362,43.5357,41.5752,-22.7995,-20.8390,20.999132,2.04
1265092,0.295274,20.1079,22.7577,43.3347,40.9157,-20.5770,-18.1580,18.952127,1.33
1855026,0.735607,23.0918,21.5000,43.4403,43.2788,-21.9403,-21.7788,20.207720,2.31
1251172,0.911468,24.5295,20.4046,43.1084,43.8516,-22.7039,-23.4470,20.911046,1.27
1278122,0.675314,21.6208,22.9115,43.5208,43.0516,-20.6093,-20.1401,18.981853,1.24
1327377,0.331752,17.5219,25.8184,43.4364,41.2085,-17.6180,-15.3901,16.226816,0.94
1339142,0.717285,23.5340,20.9652,43.4668,43.2117,-22.5016,-22.2466,20.724773,2.30
1249342,0.650983,22.6635,21.6997,43.5475,42.9544,-21.8478,-21.2547,20.122573,0.60
1298313,0.584568,20.8737,23.4093,43.6016,42.6704,-20.1923,-19.2611,18.597793,1.39
1261302,0.564021,23.5945,20.3775,43.6121,42.5763,-23.2346,-22.1988,21.399853,3.54
1281388,0.937031,27.3466,17.4060,43.0500,43.9257,-25.6439,-26.5197,23.618931,2.09
1283892,0.979997,24.8098,20.2577,42.9465,44.0460,-22.6888,-23.7883,20.897187,0.85
1310302,0.380959,19.6275,23.8326,43.5322,41.5597,-19.6997,-17.7271,18.144049,1.81
1876533,0.489812,21.1498,22.7255,43.6215,42.2076,-20.8961,-19.4821,19.245987,0.44
1275785,0.491107,19.2775,24.7640,43.6218,42.2145,-18.8578,-17.4504,17.368658,2.67
1261587,0.653874,22.1638,22.2519,43.5445,42.9661,-21.2926,-20.7142,19.611207,0.39
1292601,0.517860,23.1156,20.7121,43.6236,42.3527,-22.9115,-21.6406,21.102260,2.51
1294340,0.360873,22.5235,20.5707,43.4982,41.4217,-22.9275,-20.8510,21.117030,1.50
1253453,0.901081,24.7398,20.1514,43.1315,43.8209,-22.9801,-23.6694,21.165467,1.79
1446080,1.130573,21.8091,23.8261,42.5382,44.4299,-18.7121,-20.6038,17.234479,1.11
1302616,0.390780,20.4688,22.9744,43.5466,41.6247,-20.5722,-18.6504,18.947694,0.49
1770730,0.075781,18.6898,21.3441,41.3022,37.6771,-19.9581,-16.3330,18.382061,3.06
1287924,0.391779,20.9733,22.4322,43.5480,41.6313,-21.1157,-19.1990,19.448286,2.13
1250724,0.688303,20.0926,24.6121,43.5051,43.1022,-18.8930,-18.4901,17.401126,0.54
1248584,1.006047,23.4401,21.8018,42.8808,44.1164,-21.0790,-22.3146,19.414453,0.66
1247608,1.037361,25.3495,19.7952,42.7990,44.1987,-23.0037,-24.4035,21.187233,3.89
1302044,0.683948,21.6470,22.9106,43.5105,43.0853,-20.5999,-20.1747,18.973183,1.64
1302636,1.192499,24.4461,21.0788,42.3517,44.5732,-21.2729,-23.4944,19.593095,0.44
1264970,0.124095,20.8246,20.0972,42.1665,38.8185,-22.0693,-18.7213,20.326592,2.74
1346390,0.627523,20.5554,23.9089,43.5699,42.8573,-19.6610,-18.9484,18.108446,0.78
1770487,0.536440,23.2357,20.6583,43.6211,42.4449,-22.9628,-21.7866,21.149536,1.33
1265832,0.398764,21.8055,21.5671,43.5572,41.6765,-21.9901,-20.1095,20.253661,1.38
1330266,0.333249,18.4265,24.8460,43.4400,41.2199,-18.5939,-16.3738,17.125660,0.72
1297068,0.655307,20.9832,23.5385,43.5430,42.9719,-20.0046,-19.4335,18.424900,1.33
1294158,0.184764,20.0383,21.8153,42.7757,39.7647,-20.9604,-17.9494,19.305260,2.73
1281929,0.590637,21.0056,23.2885,43.5979,42.6976,-20.3094,-19.4091,18.705617,2.02
1265040,0.429806,24.8219,18.4548,43.5902,41.8692,-25.1354,-23.4144,23.150549,7.13
1325588,0.496394,20.7702,23.1667,43.6227,42.2423,-20.4560,-19.0757,18.840700,1.66
1341450,0.535156,22.4025,21.5577,43.6214,42.4386,-22.0637,-20.8810,20.321426,2.59
1325803,0.518452,22.7510,21.1104,43.6236,42.3557,-22.5131,-21.2453,20.735368,1.50
1321488,0.458265,21.2589,22.4625,43.6100,42.0348,-21.1475,-19.5723,19.477583,1.40
1290491,0.755468,19.8062,25.1253,43.4097,43.3498,-18.2844,-18.2245,16.840559,1.16
1860025,0.235319,21.8364,20.3882,43.0904,40.3532,-22.7022,-19.9649,20.909509,10.42
1280501,0.922592,24.7823,20.1565,43.0833,43.8841,-22.9267,-23.7276,21.116317,1.09
1258428,0.903484,22.8469,22.2124,43.1262,43.8280,-20.9139,-21.6156,19.262369,1.67
1295509,0.683628,21.8348,22.7057,43.5109,43.0841,-20.8051,-20.3783,19.162236,0.49
1248462,0.331900,22.3155,20.6147,43.4368,41.2096,-22.8220,-20.5949,21.019878,3.71
1263130,0.680174,21.2093,23.3738,43.5150,43.0706,-20.1412,-19.6968,18.550735,0.63
1300871,0.365244,20.3397,22.9679,43.5061,41.4523,-20.5383,-18.4845,18.916465,1.85
1308957,0.618684,21.2133,23.1638,43.5774,42.8199,-20.4137,-19.6561,18.801706,2.98
1770181,0.226641,21.0212,21.1917,43.0449,40.2610,-21.8532,-19.0693,20.127536,2.65
1287705,0.383799,23.2262,19.9414,43.5365,41.5787,-23.5951,-21.6372,21.731882,10.31
1327942,0.415701,20.6375,22.9255,43.5768,41.7833,-20.6513,-18.8578,19.020558,1.23
1945180,0.623253,19.8046,24.7092,43.5736,42.8393,-18.8645,-18.1301,17.374805,0.90
1289978,0.138646,21.3706,19.7452,42.3457,39.0795,-22.6005,-19.3343,20.815869,6.77
1251166,0.213633,20.5970,21.5239,42.9706,40.1166,-21.4467,-18.5927,19.753129,3.56
1894107,0.225103,19.7955,22.5077,43.0365,40.2443,-20.5288,-17.7367,18.907751,1.75
1795052,0.679237,21.8884,22.6336,43.5162,43.0670,-20.8826,-20.4334,19.233557,0.40
1324975,0.328237,18.5784,24.6482,43.4279,41.1816,-18.7797,-16.5334,17.296702,0.95
1332721,0.422239,21.7563,21.7447,43.5833,41.8234,-21.8386,-20.0787,20.114128,0.90
1278816,0.247891,19.5330,23.0021,43.1513,40.4813,-20.1492,-17.4791,18.558068,1.27
1324542,0.541536,21.8255,22.2099,43.6199,42.4696,-21.4100,-20.2598,19.719371,0.71
1776329,0.424445,24.7136,18.5451,43.5854,41.8368,-25.0403,-23.2918,23.062982,3.33
1306578,0.420440,23.1177,20.2572,43.5816,41.8124,-23.3243,-21.5552,21.482515,2.16
1297157,0.548880,22.2302,21.7997,43.6178,42.5049,-21.8181,-20.7053,20.095230,0.73
1924075,0.197362,18.2006,23.9537,42.8664,39.9241,-18.9126,-15.9704,17.419173,0.95
1306626,0.420888,23.9397,19.3671,43.5820,41.8152,-24.2149,-22.4481,22.302738,2.90
1645125,0.444191,22.5731,20.9679,43.6014,41.9541,-22.6335,-20.9862,20.846182,1.32
1284845,0.266404,21.6306,20.8811,43.2309,40.6594,-22.3499,-19.7783,20.584981,7.36
1249016,0.730058,22.4260,22.2065,43.4485,43.2587,-21.2420,-21.0522,19.564606,1.07
1250782,0.102906,18.6476,22.0543,41.8501,38.3816,-19.7958,-16.3273,18.232584,0.64
1751022,0.598018,21.8052,22.4473,43.5930,42.7303,-21.1457,-20.2829,19.475888,1.74
1258090,0.366560,22.3200,20.8256,43.5085,41.4615,-22.6829,-20.6359,20.891725,1.78
1595028,0.465231,20.9409,22.8405,43.6134,42.0739,-20.7729,-19.2334,19.132592,0.52
1348624,0.496065,21.2372,22.6581,43.6226,42.2406,-20.9645,-19.5825,19.309022,1.72
1348507,0.538998,24.1222,19.7060,43.6205,42.4573,-23.9145,-22.7513,22.026076,1.71
1257022,0.386835,22.2742,20.9922,43.5410,41.5988,-22.5488,-20.6066,20.768234,1.64
1248633,0.692402,22.9576,21.5144,43.5000,43.1179,-21.9856,-21.6035,20.249455,0.60
1876421,0.343130,22.0224,21.0052,43.4624,41.2938,-22.4572,-20.2885,20.683816,1.81
1319937,0.242068,18.3623,24.2216,43.1238,40.4227,-18.9023,-16.2011,17.409632,2.18
1318690,0.222952,20.7503,21.4502,43.0246,40.2208,-21.5744,-18.7707,19.870748,1.50
1347878,0.721472,21.8200,22.8388,43.4609,43.2272,-20.6220,-20.3884,18.993607,1.40
1247080,0.334885,22.5963,20.3293,43.4438,41.2322,-23.1145,-20.9029,21.289245,18.39
1255310,0.751240,21.2687,23.5252,43.4164,43.3348,-19.8912,-19.8096,18.320433,2.02
1330712,0.318330,20.2189,22.8004,43.4024,41.1044,-20.6020,-18.3039,18.975098,0.97
1246985,0.654920,20.4734,24.0907,43.5434,42.9704,-19.4527,-18.8796,17.916613,1.61
1311476,0.178644,21.0619,20.6308,42.7281,39.6836,-22.0974,-19.0528,20.352416,3.80
1304503,0.529708,21.8457,22.1400,43.6223,42.4118,-21.4823,-20.2718,19.785962,0.55
1385060,0.729450,19.5500,25.3273,43.4494,43.2565,-18.1221,-17.9292,16.691106,1.20
1946352,0.784614,21.8152,23.0262,43.3613,43.4507,-20.3352,-20.4246,18.729382,1.11
1260604,0.213490,19.8278,22.3576,42.9698,40.1150,-20.6121,-17.7573,18.984466,0.54
1324726,0.331443,19.7886,23.3553,43.4357,41.2061,-20.0803,-17.8508,18.494682,1.38
1258120,0.298447,20.9183,21.9011,43.3448,40.9425,-21.4437,-19.0414,19.750337,1.92
1305256,0.607846,22.8519,21.3463,43.5860,42.7732,-22.2397,-21.4269,20.483503,2.04
1348485,0.682259,21.7505,22.7930,43.5125,43.0787,-20.7196,-20.2858,19.083427,1.23
1292894,1.149258,22.9067,22.6699,42.4830,44.4739,-19.8131,-21.8040,18.248516,0.51
1708069,0.455606,20.2517,23.5434,43.6085,42.0197,-20.0652,-18.4764,18.480704,1.35
1390147,0.242580,20.1085,22.3302,43.1263,40.4279,-20.7961,-18.0977,19.153933,0.88
1254709,0.533461,21.6713,22.3447,43.6217,42.4303,-21.2770,-20.0856,19.596866,2.44
1770767,0.668689,21.3197,23.2170,43.5284,43.0255,-20.3114,-19.8085,18.707486,1.16
1300829,0.092750,20.0459,20.3105,41.6679,38.1412,-21.3574,-17.8307,19.670908,5.26
1811118,0.358840,21.1208,22.0814,43.4944,41.4073,-21.4130,-19.3259,19.722059,0.81
1810057,0.185155,20.8867,20.8987,42.7787,39.7698,-21.8800,-18.8711,20.152213,0.86
1339002,0.302514,21.7679,21.0080,43.3573,40.9764,-22.3493,-19.9684,20.584496,1.76
1262895,0.705483,20.7445,23.9578,43.4829,43.1676,-19.5251,-19.2098,17.983313,0.64
1291484,0.696000,21.3241,23.2991,43.4954,43.1317,-20.1962,-19.8325,18.601419,2.04
1302141,0.608792,23.0143,21.1734,43.5853,42.7773,-22.4119,-21.6039,20.642083,1.46
1370403,0.979668,21.2307,24.1430,42.9473,44.0451,-18.8044,-19.9021,17.319463,1.21
1252926,0.924274,22.0128,23.1674,43.0794,43.8890,-19.9121,-20.7216,18.339699,0.60
1259615,0.320077,22.5185,20.3156,43.4070,41.1181,-23.0915,-20.8026,21.268021,2.49
1266259,0.582052,20.2851,24.0390,43.6030,42.6590,-19.5641,-18.6201,18.019164,0.89
1948264,0.266327,17.0223,25.8838,43.2306,40.6587,-17.3468,-14.7749,15.977003,2.12
1861210,0.542292,22.2760,21.7238,43.6197,42.4733,-21.8959,-20.7495,20.166859,0.86
1304442,0.217111,22.0244,20.0092,42.9912,40.1560,-22.9820,-20.1468,21.167231,6.26
1878334,0.360438,21.6083,21.5617,43.4974,41.4186,-21.9357,-19.8569,20.203495,0.87
1264499,0.448407,24.9728,18.3829,43.6042,41.9785,-25.2213,-23.5956,23.229647,2.63
1298807,0.448707,22.4703,21.1015,43.6044,41.9803,-22.5029,-20.8788,20.725943,1.63
1257750,1.227459,26.3205,19.1064,42.2421,44.6508,-23.1357,-25.5444,21.308737,3.28
1319953,0.484814,20.7583,23.1283,43.6204,42.1809,-20.4921,-19.0526,18.873905,1.39
1334620,0.196237,21.2884,20.5888,42.8586,39.9103,-22.2699,-19.3215,20.511312,14.93
1777333,0.162197,19.0856,22.5668,42.5873,39.4522,-20.0205,-16.8854,18.439596,1.35
1504128,0.486590,22.8250,20.8923,43.6208,42.1904,-22.7285,-21.2981,20.933735,1.73
1299439,0.591583,21.6601,22.5814,43.5973,42.7018,-21.0158,-20.1203,19.356303,0.66
1260623,0.600296,21.2050,23.1073,43.5915,42.7403,-20.4842,-19.6330,18.866624,1.13
1887027,0.213030,21.5221,20.5133,42.9670,40.1097,-22.4537,-19.5964,20.680590,8.43
1248676,0.845305,22.6650,22.2653,43.2485,43.6498,-20.9832,-21.3845,19.326236,1.23
1339283,0.443779,20.1809,23.5632,43.6011,41.9517,-20.0379,-18.3886,18.455628,1.32
1280301,0.464513,24.4678,19.0079,43.6131,42.0699,-24.6052,-23.0620,22.662245,13.39
1373150,0.236391,18.6804,23.8246,43.0959,40.3643,-19.2713,-16.5397,17.749478,2.27
1310267,0.792043,22.1526,22.6803,43.3484,43.4759,-20.6681,-20.7956,19.035990,1.22
1345590,0.377402,20.0911,23.3088,43.5267,41.5357,-20.2179,-18.2269,18.621330,1.10
1738024,0.531376,22.2875,21.6671,43.6221,42.4201,-21.9549,-20.7529,20.221243,1.24
1908404,0.791806,23.4507,21.2703,43.3488,43.4751,-22.0785,-22.2048,20.335043,1.87
1504139,0.556439,22.5079,21.5279,43.6152,42.5408,-22.0873,-21.0129,20.343141,0.49
1742023,0.237824,19.2737,23.1936,43.1030,40.3792,-19.9095,-17.1856,18.337298,3.78
1289714,0.535820,21.5770,22.4566,43.6212,42.4419,-21.1646,-19.9853,19.493360,0.82
1862334,0.549633,22.2844,21.7439,43.6176,42.5085,-21.8737,-20.7647,20.146422,2.81
1253725,0.761877,20.2284,24.6852,43.3994,43.3723,-18.7142,-18.6871,17.236455,0.95
1255798,0.980236,22.5159,22.7488,42.9459,44.0467,-20.1971,-21.2978,18.602221,0.82
1315818,0.552176,21.6889,22.4005,43.6167,42.5206,-21.2162,-20.1202,19.540865,0.86
1255008,0.443802,22.4382,21.1124,43.6011,41.9519,-22.4887,-20.8394,20.712863,1.09
1901977,0.302582,18.7637,24.2702,43.3575,40.9769,-19.0873,-16.7067,17.580022,0.70
1323988,0.508163,24.7647,18.8806,43.6237,42.3034,-24.7431,-23.4228,22.789261,2.55
1255069,0.389264,20.4458,22.9909,43.5445,41.6148,-20.5536,-18.6239,18.930526,0.79
1325109,0.271746,22.7865,19.6692,43.2519,40.7087,-23.5827,-21.0395,21.720452,2.20
1536021,0.534102,21.5383,22.4916,43.6216,42.4335,-21.1299,-19.9418,19.461379,0.80
1451032,1.063651,24.1256,21.1785,42.7280,44.2659,-21.5495,-23.0875,19.847835,0.66
1643213,0.655255,22.8926,21.4652,43.5431,42.9717,-22.0779,-21.5065,20.334482,1.04
1366222,0.629600,19.9226,24.6032,43.5681,42.8661,-18.9649,-18.2629,17.467343,2.76
1304145,0.338110,20.8458,22.2507,43.4512,41.2565,-21.2005,-19.0057,19.526383,1.61
1278518,0.263057,20.2975,22.3010,43.2173,40.6281,-20.9163,-18.3271,19.264666,1.66
1293028,0.753663,20.8716,23.9633,43.4125,43.3434,-19.4493,-19.3801,17.913452,0.92
1924188,1.041358,21.9717,23.4710,42.7883,44.2091,-19.3173,-20.7381,17.791919,0.57
1849031,0.274970,21.5846,20.9997,43.2641,40.7380,-22.2644,-19.7383,20.506291,1.10
1479098,0.503800,20.7465,23.2246,43.6235,42.2809,-20.3989,-19.0563,18.788100,1.06
1246606,0.188495,18.3114,23.7337,42.8035,39.8129,-19.0699,-16.0793,17.564001,0.53
1251235,0.258424,22.2258,20.1688,43.1980,40.5841,-23.0291,-20.4152,21.210625,5.50
1913420,0.179339,19.6927,22.1257,42.7337,39.6929,-20.6079,-17.5672,18.980618,0.74
1300838,0.642565,23.9172,20.3103,43.5560,42.9200,-23.2457,-22.6097,21.410042,3.14
1288033,0.502284,21.2740,22.6452,43.6234,42.2731,-20.9782,-19.6279,19.321597,1.34
1895036,0.451944,22.7403,20.8239,43.6064,41.9989,-22.7825,-21.1750,20.983472,1.23
1250281,0.581192,22.0534,22.1159,43.6035,42.6551,-21.4876,-20.5392,19.790787,1.05
1328277,0.447973,21.0073,22.6864,43.6039,41.9760,-20.9175,-19.2896,19.265752,1.82
1250522,1.291195,27.2362,18.2221,42.0347,44.7868,-23.8126,-26.5647,21.932222,7.67
1333949,0.659274,22.2546,22.1711,43.5388,42.9879,-21.3677,-20.8168,19.680346,0.77
1645092,0.513375,21.6191,22.3180,43.6238,42.3300,-21.3058,-20.0121,19.623375,1.65
1776378,0.346662,20.9076,22.2379,43.4700,41.3197,-21.2321,-19.0818,19.555505,0.61
1292403,0.827457,25.3665,19.2859,43.2833,43.5927,-23.9974,-24.3068,22.102422,1.75
1376090,0.913828,20.7710,24.4909,43.1031,43.8585,-18.6122,-19.3676,17.142472,1.04
1326489,0.358783,22.2303,20.8764,43.4943,41.4069,-22.6178,-20.5305,20.831794,1.59
1256335,0.619391,21.5743,22.7743,43.5769,42.8229,-20.8025,-20.0486,19.159844,0.50
1770221,0.801563,21.6585,23.2427,43.3314,43.5078,-20.0887,-20.2651,18.502397,0.30
1878687,0.363848,17.8949,25.6139,43.5036,41.4426,-17.8897,-15.8286,16.477030,0.31
1958132,0.224316,21.6939,20.4389,43.0322,40.2358,-22.5933,-19.7969,20.809186,62.74
1293781,0.735129,20.4744,24.3405,43.4410,43.2771,-19.1005,-18.9366,17.592196,0.54
1339351,0.350615,19.2102,24.1054,43.4782,41.3485,-19.3728,-17.2431,17.843023,1.65
1488029,0.478330,23.1182,20.5368,43.6185,42.1459,-23.0817,-21.6091,21.259028,1.78
1249242,1.008741,27.5876,17.3045,42.8739,44.1236,-25.5694,-26.8191,23.550303,7.66
1336008,0.437642,22.8626,20.6213,43.5966,41.9158,-22.9753,-21.2945,21.161020,1.79
1327364,1.079224,20.7158,24.9121,42.6849,44.3050,-17.7728,-19.3929,16.369391,1.36
1284066,0.379751,22.5252,20.6796,43.5304,41.5516,-22.8508,-20.8720,21.046355,3.94
1338849,0.620024,21.5059,22.8508,43.5763,42.8256,-20.7256,-19.9748,19.088973,1.46
1265165,0.317520,22.0635,20.7922,43.4002,41.0980,-22.6081,-20.3058,20.822789,4.48
1294743,0.312572,21.2707,21.6188,43.3866,41.0585,-21.7678,-19.4397,20.048907,0.92
1291394,0.459619,20.9521,22.8020,43.6107,42.0424,-20.8087,-19.2404,19.165504,2.72
1247001,0.556201,20.9813,23.1844,43.6153,42.5397,-20.4308,-19.3552,18.817483,1.38
1948330,0.272165,22.3206,20.1783,43.2535,40.7125,-23.0752,-20.5342,21.253022,44.23
1316393,0.335721,19.3407,23.8694,43.4458,41.2385,-19.5763,-17.3691,18.030456,2.30
1248517,0.463552,19.3833,24.5238,43.6127,42.0645,-19.0889,-17.5407,17.581516,0.33
1891261,0.505584,22.8266,20.9737,43.6236,42.2901,-22.6499,-21.3164,20.861317,0.82
1332169,0.403420,22.4387,20.9048,43.5630,41.7063,-22.6582,-20.8015,20.868954,1.73
1287778,0.380515,19.8103,23.6316,43.5315,41.5567,-19.9000,-17.9252,18.328565,1.17
1265432,0.343458,20.3586,22.8137,43.4631,41.2962,-20.6494,-18.4825,19.018799,0.83
1292936,0.259493,21.0369,21.4685,43.2025,40.5943,-21.7340,-19.1258,20.017728,1.41
1300154,1.149215,23.9377,21.5504,42.4831,44.4738,-20.9327,-22.9234,19.279684,0.79
1264077,0.564588,21.4047,22.7573,43.6118,42.5790,-20.8545,-19.8217,19.207740,1.41
1899069,0.197327,19.6703,22.3576,42.8661,39.9237,-20.5085,-17.5660,18.889026,0.57
1578115,0.309613,20.5284,22.4042,43.3782,41.0346,-20.9740,-18.6304,19.317812,0.58
1316454,0.185557,20.2120,21.6359,42.7817,39.7750,-21.1458,-18.1391,19.475959,1.84
1281047,0.279036,21.1011,21.5565,43.2792,40.7745,-21.7226,-19.2180,20.007269,2.13
1260942,0.400266,22.3498,20.9843,43.5591,41.6862,-22.5748,-20.7019,20.792194,1.92
1380115,0.848807,22.4812,22.4739,43.2415,43.6609,-20.7676,-21.1870,19.127684,1.04
1785078,0.187006,18.1461,23.8959,42.7925,39.7938,-18.8966,-15.8979,17.404450,0.51
1532069,0.196593,21.6771,20.1707,42.8611,39.9146,-22.6904,-19.7440,20.898669,3.87
1371037,0.387383,20.1515,23.3000,43.5418,41.6024,-20.2418,-18.3024,18.643361,1.59
1252137,0.610253,22.6458,21.5786,43.5842,42.7837,-22.0055,-21.2050,20.267823,0.71
1419171,0.199379,22.1362,19.7028,42.8800,39.9487,-23.1773,-20.2460,21.347050,8.81
1658072,0.347213,20.3276,22.8710,43.4711,41.3237,-20.6001,-18.4527,18.973387,1.26
1331668,0.893746,26.4651,18.2605,43.1476,43.7990,-24.8871,-25.5385,22.921888,1.04
1249417,0.655004,23.7956,20.4839,43.5434,42.9707,-23.0595,-22.4868,21.238538,2.91
1293210,1.373674,28.4638,17.0237,41.7528,44.9531,-24.7291,-27.9294,22.776321,4.37
1335165,0.479458,20.7749,23.0862,43.6189,42.1520,-20.5327,-19.0658,18.911286,2.74
1320385,0.458342,20.7319,23.0350,43.6100,42.0352,-20.5750,-19.0002,18.950286,0.72
1305291,0.853795,22.7735,22.1692,43.2315,43.6765,-21.0623,-21.5073,19.399097,2.05
1770680,0.609106,23.5229,20.6223,43.5850,42.7787,-22.9627,-22.1564,21.149444,1.33
1275275,1.423075,26.5011,19.2314,41.5770,45.0479,-22.3456,-25.8165,20.581019,1.23
1293046,0.607363,21.4418,22.8756,43.5863,42.7711,-20.7107,-19.8955,19.075293,0.76
1263577,0.657008,23.0769,21.2709,43.5412,42.9788,-22.2703,-21.7079,20.511739,2.68
1311804,0.435351,18.1220,25.7569,43.5948,41.9022,-17.8379,-16.1453,16.429310,0.68
1322072,0.429890,21.1567,22.4347,43.5903,41.8697,-21.1556,-19.4350,19.485032,0.69
1256800,0.792167,20.8585,24.0857,43.3482,43.4763,-19.2624,-19.3906,17.741355,0.52
1929034,0.608268,21.7378,22.5574,43.5857,42.7751,-21.0283,-20.2177,19.367745,0.73
1792025,0.502138,21.9875,21.8700,43.6234,42.2723,-21.7534,-20.4024,20.035624,1.16
1322619,0.172246,19.0414,22.7453,42.6757,39.5960,-19.9304,-16.8507,18.356573,1.31
1307645,0.780060,26.0498,18.4159,43.3691,43.4352,-24.9532,-25.0193,22.982770,2.68
1255999,0.610164,21.8555,22.4364,43.5842,42.7833,-21.1478,-20.3469,19.477858,1.29
1952051,0.532152,21.4274,22.6041,43.6219,42.4239,-21.0178,-19.8198,19.358123,1.97
1300562,0.209026,20.6315,21.4392,42.9425,40.0635,-21.5033,-18.6244,19.805272,2.07
1514071,0.143673,21.1724,20.0377,42.4019,39.1638,-22.3641,-19.1260,20.598139,1.69
1304741,0.865339,22.2254,22.7935,43.2079,43.7125,-20.4144,-20.9190,18.802324,1.62
1339738,0.406974,20.5061,23.0220,43.5672,41.7288,-20.5451,-18.7068,18.922771,0.90
1338665,0.720621,21.0879,23.6311,43.4621,43.2241,-19.8310,-19.5930,18.265016,0.72
1325782,0.385901,19.7951,23.6786,43.5396,41.5926,-19.8611,-17.9141,18.292709,2.71
